country,sex,age,AgeInt,nMx,nAx,nqx,lx,ndx,nLx,Sx,Tx,ex
Czech Republic,Male,60,5,0.016290523,2.698189435,0.07850872,88388.59159,6939.275226,425970.0609,0.902452736,1711787.32,19.3666093
Czech Republic,Male,65,5,0.024723468,2.598022624,0.11668781,81449.31636,9504.142316,384417.847,0.855383431,1285817.259,15.78671641
Czech Republic,Male,70,5,0.03888815,2.583460635,0.177737878,71945.17404,12787.38254,328824.6569,0.790429311,901399.412,12.52897674
Czech Republic,Male,75,5,0.056891636,2.573770189,0.249956184,59157.7915,14786.85581,259912.6471,0.546063383,572574.755,9.678771646
Czech Republic,Male,80,5,0.141913377,7.046552051,1,44370.93569,44370.93569,312662.1079,0,312662.1079,7.046552051
Denmark,Female,0,1,0.003579997,0.14,0.003569009,100000,356.9008708,99693.06525,0.996393431,8267963.36,82.6796336
Denmark,Female,1,4,8.50E-05,1.970463197,0.000339943,99643.09913,33.87300069,398503.65,0.999520818,8168270.295,81.97527341
Denmark,Female,5,5,6.60E-05,2.318043511,0.000329939,99609.22613,32.86500078,497957.9881,0.999709048,7769766.645,78.00247976
Denmark,Female,10,5,7.20E-05,3.083214753,0.000359935,99576.36113,35.84100117,497813.1061,0.999446161,7271808.657,73.02745927
Denmark,Female,15,5,0.000124003,2.322306144,0.000619808,99540.52013,61.69600178,497537.3976,0.999359212,6773995.551,68.05264371
Denmark,Female,20,5,0.000149998,2.646362393,0.000749727,99478.82412,74.58200205,497218.5816,0.999217313,6276458.153,63.09340916
Denmark,Female,25,5,0.000171993,2.75549145,0.000859631,99404.24212,85.45100152,496829.4151,0.998749854,5779239.571,58.13876197
Denmark,Female,30,5,0.000321994,2.586308326,0.001608719,99318.79112,159.7760024,496208.3056,0.998101894,5282410.156,53.18641212
Denmark,Female,35,5,0.000433993,2.540610954,0.00216765,99159.01512,214.9420007,495266.4496,0.996997108,4786201.851,48.26794462
Denmark,Female,40,5,0.000841832,2.73587913,0.004201151,98944.07312,415.6790002,493779.2181,0.994685787,4290935.401,43.36728079
Denmark,Female,45,5,0.001421247,2.870075048,0.00708479,98528.39412,698.0529997,491155.1701,0.990053388,3797156.183,38.5386996
Denmark,Female,50,5,0.002606427,2.726207902,0.012955357,97830.34112,1267.427,486269.8401,0.982470212,3306001.013,33.79320746
Denmark,Female,55,5,0.004473257,2.628100084,0.022131468,96562.91412,2137.078996,477745.6331,0.971627585,2819731.173,29.20097429
Denmark,Female,60,5,0.007220384,2.631502946,0.035494904,94425.83512,3351.635977,464190.8357,0.95685742,2341985.54,24.80238101
Denmark,Female,65,5,0.010510668,2.59952136,0.051260016,91074.19915,4668.46495,444164.4453,0.934570749,1877794.704,20.61829499
Denmark,Female,70,5,0.017313973,2.645001368,0.083178321,86405.7342,7187.083917,415103.0982,0.894995313,1433630.259,16.59184164
Denmark,Female,75,5,0.029050879,2.722757991,0.136241237,79218.65028,10792.84688,371515.3271,0.635242592,1018527.16,12.85716377
Denmark,Female,80,5,0.105756649,9.455670247,1,68425.8034,68425.8034,647011.8334,0,647011.8334,9.455670247
Denmark,Male,0,1,0.003929996,0.14,0.003916758,100000,391.6757789,99663.15883,0.996092318,7876397.465,78.76397465
Denmark,Male,1,4,8.25E-05,2.469602919,0.000329942,99608.32422,32.86500098,398383.0004,0.99943006,7776734.306,78.07313662
Denmark,Male,5,5,7.80E-05,2.038310963,0.000389925,99575.45922,38.82700121,497762.3026,0.999613081,7378351.305,74.09808966
Denmark,Male,10,5,8.40E-05,2.285577568,0.000419906,99536.63222,41.79600134,497569.7091,0.999393216,6880589.003,69.12619856
Denmark,Male,15,5,0.00020598,2.985008833,0.001029471,99494.83622,102.4270034,497267.7916,0.998315604,6383019.294,64.15427711
Denmark,Male,20,5,0.00046196,2.680860851,0.002307329,99392.40921,229.3310079,496430.1956,0.997650792,5885751.502,59.21731396
Denmark,Male,25,5,0.000473965,2.650942755,0.002367192,99163.07821,234.738009,495263.978,0.997533093,5389321.307,54.34806386
Denmark,Male,30,5,0.000505973,2.601759396,0.002526799,98928.3402,249.9720101,494042.208,0.996773622,4894057.329,49.47073123
Denmark,Male,35,5,0.000809913,2.634138997,0.004041818,98678.36819,398.8400161,492448.2409,0.99465352,4400015.121,44.58945969
Denmark,Male,40,5,0.001345815,2.599723756,0.006707409,98279.52817,659.2010246,489815.3763,0.9908815,3907566.88,39.75972364
Denmark,Male,45,5,0.002419059,2.655507086,0.012027086,97620.32715,1174.088045,485348.9946,0.983770183,3417751.503,35.01065406
Denmark,Male,50,5,0.004278723,2.670388696,0.021182475,96446.2391,2042.970073,477471.8693,0.973380112,2932402.509,30.40452936
Denmark,Male,55,5,0.006801868,2.705107038,0.033486627,94403.26903,3161.247098,464761.6214,0.955303592,2454930.639,26.00472065
Denmark,Male,60,5,0.011423221,2.590260654,0.05558599,91242.02193,5071.778151,443988.4463,0.934221213,1990169.018,21.81197847
Denmark,Male,65,5,0.016281261,2.620713047,0.078370408,86170.24378,6753.197193,414783.4249,0.900922038,1546180.572,17.94332363
Denmark,Male,70,5,0.026637309,2.649424001,0.12533871,79417.04659,9954.030173,373687.5285,0.845058426,1131397.147,14.24627577
Denmark,Male,75,5,0.043048542,2.680828754,0.195704201,69463.01641,13594.20412,315787.7948,0.583233752,757709.6183,10.90810128
Denmark,Male,80,5,0.126422388,7.909991377,1,55868.8123,55868.8123,441921.8235,0,441921.8235,7.909991377
Estonia,Female,0,1,0.002752836,0.14,0.002746335,100000,274.633457,99763.81523,0.99696994,8172804.443,81.72804443
Estonia,Female,1,4,0.000185832,1.566482213,0.000742991,99725.36654,74.09500194,398721.1547,0.999333971,8073040.628,80.95272956
Estonia,Female,5,5,7.73E-05,2.315639841,0.000386518,99651.27154,38.5170005,498152.9642,0.99961742,7674319.473,77.01175665
Estonia,Female,10,5,8.62E-05,2.638201721,0.000430969,99612.75454,42.9299999,497962.3807,0.999358989,7176166.509,72.0406392
Estonia,Female,15,5,0.000188277,2.802001178,0.000940998,99569.82454,93.69500029,497643.1812,0.998793359,6678204.128,67.07056238
Estonia,Female,20,5,0.000269993,2.481758295,0.001349047,99476.12954,134.1980007,497042.7047,0.99857953,6180560.947,62.13109593
Estonia,Female,25,5,0.000324703,2.685639291,0.001622296,99341.93154,161.1620002,496336.6707,0.998055659,5683518.242,57.21167441
Estonia,Female,30,5,0.0004721,2.724223377,0.002357967,99180.76954,233.8649996,495371.6232,0.997083978,5187181.572,52.30027551
Estonia,Female,35,5,0.000685336,2.614771976,0.003421087,98946.90454,338.5060006,493927.1087,0.995581806,4691809.949,47.4174505
Estonia,Female,40,5,0.001101913,2.606115969,0.005495069,98608.39854,541.8600018,491744.8427,0.993124073,4197882.84,42.57125054
Estonia,Female,45,5,0.001771616,2.724147681,0.00882251,98066.53854,865.1930044,488363.6412,0.988211057,3706137.997,37.79207518
Estonia,Female,50,5,0.00301341,2.661831431,0.014961635,97201.34553,1454.291012,482606.3501,0.98104937,3217774.356,33.10421619
Estonia,Female,55,5,0.004742819,2.651067586,0.023452816,95747.05452,2245.538027,473460.6555,0.969858568,2735168.006,28.56660207
Estonia,Female,60,5,0.007760903,2.666009025,0.03811412,93501.51649,3563.72805,459189.8734,0.952539773,2261707.35,24.1889911
Estonia,Female,65,5,0.012139422,2.684948912,0.059037944,89937.78844,5309.742121,437396.6179,0.926281801,1802517.477,20.04182567
Estonia,Female,70,5,0.019043816,2.66867289,0.091171315,84628.04632,7715.650228,405152.5271,0.881892319,1365120.859,16.13083272
Estonia,Female,75,5,0.032739594,2.669572269,0.152093641,76912.39609,11697.88636,357300.9017,0.627799283,959968.332,12.48132136
Estonia,Female,80,5,0.108209779,9.241308916,1,65214.50973,65214.50973,602667.4303,0,602667.4303,9.241308916
Estonia,Male,0,1,0.002888207,0.14,0.002881051,100000,288.1050732,99752.22964,0.996858838,7313807.75,73.1380775
Estonia,Male,1,4,0.000180193,1.628161589,0.000720466,99711.89493,71.83900244,398677.1892,0.999236965,7214055.521,72.34899634
Estonia,Male,5,5,0.000114499,2.34892856,0.00057232,99640.05592,57.02600225,498049.0996,0.999457444,6815378.331,68.39998501
Estonia,Male,10,5,0.000123462,2.78268546,0.000617143,99583.02992,61.45700278,497778.8801,0.998865612,6317329.232,63.437809
Estonia,Male,15,5,0.000392286,2.981753394,0.001959877,99521.57292,195.0500095,497214.2056,0.997035943,5819550.352,58.47526502
Estonia,Male,20,5,0.000771751,2.668039776,0.003851821,99326.52291,382.5880183,495740.4345,0.995344777,5322336.146,53.58423904
Estonia,Male,25,5,0.001107462,2.644792466,0.005522906,98943.93489,546.4580294,493432.6524,0.993102165,4826595.712,48.78111748
Estonia,Male,30,5,0.001697263,2.645388771,0.008452534,98397.47686,831.7080516,490029.0352,0.989801209,4333163.059,44.03733914
Estonia,Male,35,5,0.002411277,2.608033464,0.011987248,97565.76881,1169.545073,485031.3314,0.986005022,3843134.024,39.39018849
Estonia,Male,40,5,0.003364488,2.677011937,0.016691983,96396.22374,1609.044082,478243.3285,0.979121131,3358102.693,34.83645482
Estonia,Male,45,5,0.005198827,2.667693958,0.025682725,94787.17966,2434.393096,468258.1486,0.96680996,2879859.364,30.38237212
Estonia,Male,50,5,0.00859378,2.674545378,0.042127014,92352.78656,3890.547145,452716.642,0.946182474,2411601.216,26.11292312
Estonia,Male,55,5,0.013820654,2.642165558,0.066922478,88462.23941,5920.112244,428352.5525,0.916430791,1958884.574,22.14373711
Estonia,Male,60,5,0.021751585,2.639551768,0.103446613,82542.12717,8538.703452,392555.4684,0.876798913,1530532.021,18.54243492
Estonia,Male,65,5,0.03082479,2.56590423,0.143367051,74003.42372,10609.65264,344192.208,0.833290322,1137976.553,15.37735007
Estonia,Male,70,5,0.043289029,2.571096186,0.195852281,63393.77107,12415.81464,286812.0358,0.768019979,793784.3448,12.52148802
Estonia,Male,75,5,0.063325178,2.518664356,0.27363011,50977.95643,13949.10381,220277.3737,0.565504132,506972.309,9.944931977
Estonia,Male,80,5,0.12915768,7.742474179,1,37028.85263,37028.85263,286694.9353,0,286694.9353,7.742474179
Europe,Female,0,1,0.003985458,0.14,0.003971845,100000,397.1844677,99658.42136,0.995600177,8143905.643,81.43905643
Europe,Female,1,4,0.000264936,1.444161092,0.001059026,99602.81553,105.4819999,398141.6671,0.999147931,8044247.221,80.7632513
Europe,Female,5,5,8.62E-05,2.415900495,0.000430705,99497.33353,42.85400006,497375.9287,0.999586327,7646105.554,76.84734136
Europe,Female,10,5,9.05E-05,2.728444443,0.000452468,99454.47953,45.00000005,497170.1777,0.99935648,7148729.626,71.87941317
Europe,Female,15,5,0.000174777,2.729576911,0.000873538,99409.47953,86.83800061,496850.2387,0.998950007,6651559.448,66.91071595
Europe,Female,20,5,0.000237341,2.583523622,0.001186024,99322.64153,117.7989998,496328.5492,0.998610449,6154709.209,61.96682966
Europe,Female,25,5,0.000334019,2.672422116,0.0016688,99204.84253,165.5529973,495638.8752,0.997957298,5658380.66,57.0373433
Europe,Female,30,5,0.000491712,2.65632324,0.002455732,99039.28953,243.213995,494626.4327,0.996916331,5162741.785,52.12821911
Europe,Female,35,5,0.000761661,2.659038388,0.003801527,98796.07554,375.5759916,493101.1687,0.995295574,4668115.352,47.25000793
Europe,Female,40,5,0.001149082,2.657431182,0.005729985,98420.49955,563.9479894,490781.4108,0.99272618,4175014.184,42.42016859
Europe,Female,45,5,0.001828891,2.675566767,0.009105747,97856.55156,891.056982,487211.5553,0.988293386,3684232.773,37.64932152
Europe,Female,50,5,0.002989699,2.694083064,0.014846147,96965.49458,1439.563963,481507.958,0.980644764,3197021.218,32.97071016
Europe,Female,55,5,0.00494328,2.668798271,0.02443482,95525.93061,2334.15894,472188.2577,0.968269378,2715513.26,28.42697519
Europe,Female,60,5,0.008244036,2.677654095,0.040445823,93191.77167,3769.217907,457205.4306,0.950014684,2243325.002,24.072136
Europe,Female,65,5,0.012095343,2.571034814,0.058750669,89422.55377,5253.634897,434351.8726,0.929155815,1786119.571,19.97392711
Europe,Female,70,5,0.018686873,2.710844994,0.08960147,84168.91887,7541.658842,403580.5683,0.878335445,1351767.699,16.06017657
Europe,Female,75,5,0.034371595,2.647968492,0.159003634,76627.26003,12184.0128,354479.1181,0.626150676,948187.1304,12.37401846
Europe,Female,80,5,0.108543671,9.212881688,1,64443.24723,64443.24723,593708.0123,0,593708.0123,9.212881688
Europe,Male,0,1,0.004988595,0.14,0.004967284,100000,496.7283906,99572.81358,0.994562309,7459203.516,74.59203516
Europe,Male,1,4,0.000308621,1.51716623,0.001233537,99503.27161,122.7409943,397708.341,0.998931866,7359630.702,73.96370575
Europe,Male,5,5,0.000117933,2.394098965,0.000589482,99380.53062,58.58299726,496749.9916,0.999431323,6961922.362,70.05318163
Europe,Male,10,5,0.000125483,2.71682879,0.000627233,99321.94762,62.29799649,496467.5011,0.998867154,6465172.37,65.09308894
Europe,Male,15,5,0.000384519,2.938125702,0.001921073,99259.64962,190.6849878,495905.0796,0.997204193,5968704.869,60.13223794
Europe,Male,20,5,0.000715376,2.664568769,0.003570916,99068.96463,353.7669733,494518.6247,0.995500922,5472799.789,55.24232346
Europe,Male,25,5,0.001112655,2.659088132,0.005548821,98715.19766,547.7529633,492293.7469,0.993284828,4978281.164,50.43074706
Europe,Male,30,5,0.001604731,2.643267307,0.007993423,98167.4447,784.6939461,488987.9096,0.9903739,4485987.418,45.69730252
Europe,Male,35,5,0.002276406,2.611716951,0.011320485,97382.75075,1102.419925,484280.8629,0.986659649,3996999.508,41.04422474
Europe,Male,40,5,0.003134613,2.608952434,0.015556468,96280.33083,1497.781894,477820.3864,0.981323646,3512718.645,36.484281
Europe,Male,45,5,0.004543278,2.645290365,0.022475939,94782.54893,2130.326824,468896.4436,0.97145799,3034898.259,32.01958897
Europe,Male,50,5,0.007366572,2.691029486,0.03621684,92652.22211,3355.570689,455513.1968,0.953457455,2566001.815,27.69498407
Europe,Male,55,5,0.011858291,2.636830496,0.057675214,89296.65142,5150.203502,434312.4532,0.927981738,2110488.618,23.63457739
Europe,Male,60,5,0.018385657,2.611591614,0.088061296,84146.44792,7410.04527,403034.0253,0.898353484,1676176.165,19.91974952
Europe,Male,65,5,0.023978379,2.510304098,0.113137701,76736.40265,8681.780175,362067.0207,0.872105964,1273142.14,16.59111055
Europe,Male,70,5,0.032906288,2.640896358,0.152679063,68054.62247,10390.51599,315760.8082,0.807455297,911075.1191,13.38740979
Europe,Male,75,5,0.053647384,2.56122306,0.237202735,57664.10648,13678.08374,254962.7372,0.57171744,595314.3109,10.32382789
Europe,Male,80,5,0.129237019,7.737721041,1,43986.02274,43986.02274,340351.5737,0,340351.5737,7.737721041
France,Female,0,1,0.003289998,0.14,0.003280716,100000,328.0715603,99717.85846,0.996541091,8520558.22,85.2055822
France,Female,1,4,0.000142508,1.622647323,0.000569839,99671.92844,56.79700145,398552.6873,0.999430962,8420840.362,84.48557677
France,Female,5,5,6.80E-05,2.382201818,0.000339938,99615.13144,33.86300085,497987.0107,0.999659067,8022287.674,80.53282226
France,Female,10,5,7.80E-05,2.705027169,0.000389923,99581.26844,38.82900137,497817.2307,0.999395204,7524300.664,75.55939768
France,Female,15,5,0.000167997,2.654437011,0.000839652,99542.43944,83.58100261,497516.1527,0.999014495,7026483.433,70.58781634
France,Female,20,5,0.000216001,2.499543578,0.001079421,99458.85843,107.3580024,497025.8482,0.99887465,6528967.28,65.64490467
France,Female,25,5,0.000247993,2.636598438,0.001239236,99351.50043,123.1200022,496466.5201,0.998527153,6031941.432,60.71313877
France,Female,30,5,0.000343986,2.615607004,0.00171852,99228.38043,170.5260025,495735.3011,0.997839556,5535474.912,55.78519863
France,Female,35,5,0.000553933,2.719144483,0.002766171,99057.85443,274.0110047,494664.2926,0.996387144,5039739.611,50.87672896
France,Female,40,5,0.000925815,2.716314235,0.004619308,98783.84342,456.313003,492877.1416,0.993858811,4545075.318,46.0103106
France,Female,45,5,0.001569561,2.675278664,0.007819275,98327.53042,768.8499987,489850.2901,0.990019153,4052198.177,41.211227
France,Female,50,5,0.002487028,2.651766176,0.012362939,97558.68042,1206.112011,484961.1691,0.984970875,3562347.887,36.51492488
France,Female,55,5,0.003616175,2.632083984,0.017927369,96352.56841,1727.348026,477672.627,0.97891453,3077386.718,31.93881355
France,Female,60,5,0.004970718,2.622767994,0.024563336,94625.22038,2324.311041,467600.6753,0.97094936,2599714.091,27.47379694
France,Female,65,5,0.006964913,2.632027335,0.034259533,92300.90934,3162.186073,454016.5765,0.957288378,2132113.415,23.09959274
France,Female,70,5,0.010907708,2.665179418,0.05318407,89138.72327,4740.760108,434624.7921,0.930479516,1678096.839,18.82567729
France,Female,75,5,0.018762037,2.682998987,0.089901994,84397.96316,7587.545173,404409.466,0.674773979,1243472.047,14.73343669
France,Female,80,5,0.091543134,10.92381219,1,76810.41799,76810.41799,839062.5807,0,839062.5807,10.92381219
France,Male,0,1,0.003990003,0.14,0.003976359,100000,397.6358978,99658.03313,0.995779504,7902503.666,79.02503666
France,Male,1,4,0.000187511,1.619788949,0.000749711,99602.3641,74.67300181,398231.7189,0.999265436,7802845.632,78.33996414
France,Male,5,5,9.20E-05,2.499825223,0.000459882,99527.6911,45.77100158,497524.02,0.999546114,7404613.913,74.39752527
France,Male,10,5,0.000107994,2.925714556,0.000539847,99481.9201,53.70500233,497298.201,0.998947682,6907089.893,69.43060494
France,Male,15,5,0.000353949,2.91739605,0.001768442,99428.2151,175.833007,496774.885,0.99752731,6409791.693,64.46652679
France,Male,20,5,0.000589981,2.553057327,0.002945652,99252.38209,292.3630117,495546.5149,0.996767436,5913016.808,59.57556567
France,Male,25,5,0.000725938,2.61424731,0.003623413,98960.01908,358.5730152,493944.6289,0.995945546,5417470.293,54.7440304
France,Male,30,5,0.000899923,2.593736308,0.004489894,98601.44606,442.7100184,491941.9533,0.994835098,4923525.664,49.93360504
France,Male,35,5,0.001197819,2.62448696,0.005972102,98158.73604,586.2140205,489401.1212,0.992612681,4431583.71,45.14711465
France,Male,40,5,0.001863274,2.705522382,0.00927671,97572.52202,905.1520294,485785.759,0.98785401,3942182.589,40.40258986
France,Male,45,5,0.003064503,2.653055536,0.015213097,96667.36999,1470.610055,479885.4098,0.981037207,3456396.83,35.75556913
France,Male,50,5,0.004793264,2.696375165,0.023704579,95196.75994,2256.599082,470785.442,0.969016488,2976511.42,31.26694041
France,Male,55,5,0.007921741,2.647424008,0.038884042,92940.16086,3613.889138,456198.8555,0.952865905,2505725.978,26.96063742
France,Male,60,5,0.011434074,2.59875603,0.055642647,89326.27172,4970.350209,434696.3351,0.935626525,2049527.123,22.94428149
France,Male,65,5,0.015361788,2.588578866,0.074065284,84355.92151,6247.845314,406713.4213,0.911696272,1614830.788,19.14306381
France,Male,70,5,0.022286371,2.611104915,0.105799128,78108.0762,8263.766383,370799.1101,0.870103437,1208117.367,15.46725288
France,Male,75,5,0.035099563,2.652130857,0.162136295,69844.30981,11324.29764,322633.5801,0.614682258,837318.2564,11.98835322
France,Male,80,5,0.113700708,8.79501998,1,58520.01218,58520.01218,514684.6763,0,514684.6763,8.79501998
Germany,Female,0,1,0.003120004,0.14,0.003111655,100000,311.1654656,99732.3977,0.996697406,8297645.032,82.97645032
Germany,Female,1,4,0.000147505,1.63541277,0.000589815,99688.83453,58.7980016,398616.3051,0.999434731,8197912.635,82.23501331
Germany,Female,5,5,6.20E-05,2.306314767,0.000309947,99630.03653,30.88000103,498067.0017,0.999654064,7799296.33,78.28258024
Germany,Female,10,5,8.60E-05,2.639354026,0.000429913,99599.15653,42.81900148,497894.7022,0.999365229,7301229.328,73.30613614
Germany,Female,15,5,0.000171995,2.627575048,0.000859624,99556.33753,85.5810033,497578.6531,0.99907144,6803334.626,68.33652979
Germany,Female,20,5,0.00019,2.489084406,0.000949545,99470.75653,94.45200355,497116.6216,0.998987534,6305755.973,63.39306338
Germany,Female,25,5,0.000235988,2.711382739,0.001179305,99376.30452,117.1950045,496613.3081,0.998526173,5808639.351,58.45094944
Germany,Female,30,5,0.000353982,2.640549071,0.001768432,99259.10952,175.5330078,495881.3861,0.997891365,5312026.043,53.51676102
Germany,Female,35,5,0.000507952,2.684016104,0.002536778,99083.57651,251.3530106,494835.753,0.996749792,4816144.657,48.60689154
Germany,Female,40,5,0.000835836,2.735190665,0.004171281,98832.2235,412.2570156,493227.434,0.994456008,4321308.904,43.72368394
Germany,Female,45,5,0.001445503,2.733671229,0.007203915,98419.96648,709.0090336,490492.9849,0.990399024,3828081.47,38.89537465
Germany,Female,50,5,0.002492654,2.711591302,0.012392582,97710.95745,1210.891057,485783.7736,0.983953576,3337588.485,34.15777076
Germany,Female,55,5,0.004047119,2.667767302,0.020046381,96500.06639,1934.477081,477988.6813,0.974700523,2851804.711,29.5523601
Germany,Female,60,5,0.006309842,2.641915802,0.031086668,94565.58931,2939.729112,465895.8178,0.961321593,2373816.03,25.10232366
Germany,Female,65,5,0.009691225,2.637673998,0.047371606,91625.8602,4340.464193,447875.7096,0.940990711,1907920.212,20.82294462
Germany,Female,70,5,0.014911432,2.616295243,0.071998027,87285.39601,6284.376335,421446.8823,0.906991313,1460044.503,16.72724842
Germany,Female,75,5,0.026023625,2.712345126,0.122807043,81001.01967,9947.495746,382248.6612,0.631956926,1038597.62,12.82203143
Germany,Female,80,5,0.108255712,9.237387858,1,71053.52393,71053.52393,656348.9592,0,656348.9592,9.237387858
Germany,Male,0,1,0.003459997,0.14,0.003449732,100000,344.9731631,99703.32308,0.996307127,7813131.866,78.13131866
Germany,Male,1,4,0.000177513,1.5983741,0.000709748,99655.02684,70.73000216,398450.2403,0.999326255,7713428.543,77.40129914
Germany,Male,5,5,8.00E-05,2.399834276,0.000399902,99584.29683,39.82400159,497817.9352,0.999605088,7314978.302,73.45513836
Germany,Male,10,5,8.60E-05,2.639362073,0.000429908,99544.47283,42.7950022,497621.3407,0.999157454,6817160.367,68.48356492
Germany,Male,15,5,0.000295962,2.918374079,0.0014789,99501.67783,147.1530078,497202.0716,0.997955233,6319539.027,63.51188406
Germany,Male,20,5,0.000470006,2.48203336,0.002347251,99354.52482,233.2100113,496185.4091,0.997563042,5822336.955,58.60162852
Germany,Male,25,5,0.000537961,2.632744726,0.002686385,99121.31481,266.2780113,494976.226,0.996857227,5326151.546,53.73366522
Germany,Male,30,5,0.000721948,2.60107123,0.003603499,98855.0368,356.2240143,493420.628,0.995775401,4831175.32,48.87131173
Germany,Male,35,5,0.000977913,2.590055028,0.004878069,98498.81279,480.4840175,491336.1239,0.993924079,4337754.692,44.03864949
Germany,Male,40,5,0.00152163,2.657293405,0.007581123,98018.32877,743.0890232,488350.8043,0.990147516,3846418.568,39.24182973
Germany,Male,45,5,0.002556624,2.705226706,0.012708558,97275.23975,1236.228043,483539.3356,0.982988088,3358067.764,34.52130031
Germany,Male,50,5,0.00451719,2.72637758,0.022356343,96039.0117,2147.081076,475313.4068,0.970240673,2874528.428,29.93084141
Germany,Male,55,5,0.007785477,2.690726364,0.03823988,93891.93063,3590.41613,461168.3998,0.951479991,2399215.021,25.55294161
Germany,Male,60,5,0.012331364,2.650105627,0.059920481,90301.5145,5410.910225,438792.505,0.927315251,1938046.621,21.46195036
Germany,Male,65,5,0.01808839,2.614988058,0.086701555,84890.60427,7360.147363,406898.982,0.893951103,1499254.116,17.6610136
Germany,Male,70,5,0.027271763,2.590283681,0.127950277,77530.45691,9920.043461,363747.7939,0.841994942,1092355.134,14.08936795
Germany,Male,75,5,0.043554893,2.617771719,0.197302783,67610.41345,13339.72272,306273.8025,0.579644912,728607.3405,10.77655502
Germany,Male,80,5,0.128501968,7.781981993,1,54270.69073,54270.69073,422333.538,0,422333.538,7.781981993
Greece,Female,0,1,0.00351321,0.14,0.003502628,100000,350.2627797,99698.77401,0.99633036,8357827.863,83.57827863
Greece,Female,1,4,0.000132232,1.484475231,0.000528752,99649.73722,52.69000133,398466.4059,0.999467337,8258129.089,82.87155912
Greece,Female,5,5,6.25E-05,2.255005623,0.000312409,99597.04722,31.1150006,497899.8256,0.99974516,7859662.683,78.91461547
Greece,Female,10,5,4.70E-05,2.575736199,0.00023499,99565.93222,23.39700035,497772.9406,0.999674618,7361762.858,73.9385721
Greece,Female,15,5,9.25E-05,2.791103778,0.000462536,99542.53522,46.04200049,497610.9741,0.999393528,6863989.917,68.95534559
Greece,Female,20,5,0.000144043,2.581050896,0.000719965,99496.49322,71.63400058,497309.1871,0.999170932,6366378.943,63.9859631
Greece,Female,25,5,0.000191806,2.613925381,0.000958593,99424.85922,95.30800137,496896.8841,0.998858684,5869069.756,59.03020434
Greece,Female,30,5,0.000276028,2.678932994,0.001379257,99329.55122,137.0010006,496329.7676,0.99829811,5372172.872,54.0843365
Greece,Female,35,5,0.000413784,2.67011667,0.002066929,99192.55021,205.0240009,495485.0691,0.997309405,4875843.104,49.1553357
Greece,Female,40,5,0.000687313,2.686613945,0.003431109,98987.52621,339.6370032,494151.9196,0.995460187,4380358.035,44.25161637
Greece,Female,45,5,0.001186538,2.719792755,0.00591668,98647.88921,583.6680045,491908.562,0.992280565,3886206.116,39.39472144
Greece,Female,50,5,0.001939844,2.666180846,0.009655509,98064.22121,946.8600055,488111.306,0.98799764,3394297.554,34.61300678
Greece,Female,55,5,0.002990964,2.688584865,0.014852144,97117.3612,1442.400998,482252.8185,0.980150371,2906186.248,29.92447706
Greece,Female,60,5,0.005126945,2.650198934,0.025329574,95674.9602,2423.40599,472680.279,0.967342985,2423933.429,25.33508688
Greece,Female,65,5,0.008672784,2.726984822,0.042525597,93251.55421,3965.577977,457243.9521,0.939932427,1951253.15,20.924618
Greece,Female,70,5,0.016780715,2.691141306,0.080774039,89285.97624,7211.988962,429778.4178,0.891646287,1494009.198,16.73285393
Greece,Female,75,5,0.030522705,2.677994551,0.142513071,82073.98727,11696.61594,383210.3304,0.639918016,1064230.78,12.96672448
Greece,Female,80,5,0.103341054,9.676696315,1,70377.37133,70377.37133,681020.4499,0,681020.4499,9.676696315
Greece,Male,0,1,0.004134864,0.14,0.004120212,100000,412.0212333,99645.66174,0.995704517,7789712.695,77.89712695
Greece,Male,1,4,0.00014662,1.511030233,0.000586266,99587.97877,58.38500061,398206.5966,0.999411199,7690067.033,77.2188283
Greece,Male,5,5,6.76E-05,2.359766429,0.0003381,99529.59377,33.65100042,497559.1223,0.999676123,7291860.437,73.26323921
Greece,Male,10,5,7.58E-05,2.831325785,0.000378819,99495.94277,37.69100051,497397.9743,0.999326706,6794301.314,68.28721982
Greece,Male,15,5,0.000219636,2.909927365,0.001097677,99458.25177,109.1730023,497063.0793,0.99839235,6296903.34,63.31202518
Greece,Male,20,5,0.000403539,2.596059165,0.002015741,99349.07876,200.2620056,496263.9758,0.997641592,5799840.261,58.37840001
Greece,Male,25,5,0.000541154,2.572050823,0.002702221,99148.81676,267.922008,495093.5828,0.996868065,5303576.285,53.49106987
Greece,Male,30,5,0.000728184,2.602904921,0.003634575,98880.89475,359.3900114,493542.9817,0.995745759,4808482.702,48.62903713
Greece,Male,35,5,0.0010101,2.654762119,0.005038565,98521.50474,496.4070173,491443.3311,0.99367812,4314939.72,43.79693278
Greece,Male,40,5,0.001586861,2.691376681,0.007905343,98025.09772,774.9220278,488336.4855,0.989191243,3823496.389,39.00528006
Greece,Male,45,5,0.002891047,2.713854349,0.014360324,97250.17569,1396.544048,483058.1754,0.981052077,3335159.904,34.29464142
Greece,Male,50,5,0.004935352,2.707060278,0.024400631,95853.63164,2338.889112,473905.2265,0.969334489,2852101.728,29.7547592
Greece,Male,55,5,0.007712627,2.685266315,0.037886755,93514.74253,3542.970149,459372.6803,0.950717631,2378196.502,25.43124686
Greece,Male,60,5,0.012665567,2.627189284,0.061480174,89971.77238,5531.480219,436733.7064,0.925415477,1918823.822,21.32695367
