country,sex,age,AgeInt,nMx,nAx,nqx,lx,ndx,nLx,Sx,Tx,ex
Greece,Male,65,5,0.018820719,2.628195649,0.090082401,84440.29217,7606.584264,404160.1312,0.893645823,1482090.115,17.55193021
Greece,Male,70,5,0.027036345,2.645385516,0.127091085,76833.7079,9764.879328,361176.0132,0.83541844,1077929.984,14.0293891
Greece,Male,75,5,0.046874212,2.623569984,0.2108804,67068.82857,14143.50138,301733.1017,0.57902835,716753.9709,10.68684195
Greece,Male,80,5,0.127524496,7.841630675,1,52925.32719,52925.32719,415020.8692,0,415020.8692,7.841630675
India,Female,0,1,0.036887504,0.14,0.035753293,100000,3575.329339,96925.21677,0.960505546,7107960.28,71.0796028
India,Female,1,4,0.002393774,1.415946897,0.009516234,96424.67066,917.5997208,383327.5562,0.991875986,7011035.063,72.70997158
India,Female,5,5,0.000838834,2.036479514,0.004183768,95507.07094,399.5794425,476351.1928,0.997076455,6627707.507,69.39494052
India,Female,10,5,0.000538687,2.73738552,0.002690155,95107.4915,255.8539301,474958.5587,0.996305016,6151356.314,64.67793669
India,Female,15,5,0.000942927,2.636482524,0.004704152,94851.63757,446.1965263,473203.5946,0.994721279,5676397.755,59.84501587
India,Female,20,5,0.001140427,2.5381765,0.005686171,94405.44104,536.8055161,470705.6848,0.993994216,5203194.161,55.11540546
India,Female,25,5,0.001276546,2.548088763,0.006362812,93868.63553,597.268521,467878.7282,0.993283667,4732488.476,50.41607827
India,Female,30,5,0.001420663,2.545511141,0.007078632,93271.367,660.2336894,464736.2988,0.991902557,4264609.748,45.72260367
India,Female,35,5,0.001951468,2.68496856,0.00971346,92611.13332,899.574512,460973.1233,0.988320771,3799873.449,41.03041733
India,Female,40,5,0.002665932,2.555941171,0.013243372,91711.5588,1214.570334,455589.3127,0.984531459,3338900.326,36.40653773
India,Female,45,5,0.003908454,2.750887914,0.019371981,90496.98847,1753.105963,448542.0105,0.97294809,2883311.013,31.86085042
India,Female,50,5,0.007229251,2.682553623,0.035550661,88743.88251,3154.903676,436408.0924,0.956303841,2434769.002,27.43590807
India,Female,55,5,0.010642072,2.611950867,0.051891596,85588.97883,4441.348752,417338.7351,0.937092395,1998360.91,23.34834388
India,Female,60,5,0.016061151,2.667162012,0.077405519,81147.63008,6281.274406,391084.9548,0.901780626,1581022.175,19.48328218
India,Female,65,5,0.02575857,2.615795493,0.121340857,74866.35567,9084.347752,352672.8355,0.852122636,1189937.22,15.89415178
India,Female,70,5,0.039447531,2.605227194,0.180213288,65782.00792,11854.79191,300520.5063,0.779444845,837264.3845,12.727863
India,Female,75,5,0.061463526,2.54139643,0.266974004,53927.21601,14397.16477,234239.1593,0.563592304,536743.8782,9.953116774
India,Female,80,5,0.130675817,7.652525342,1,39530.05124,39530.05124,302504.7189,0,302504.7189,7.652525342
India,Male,0,1,0.034726509,0.14,0.033719484,100000,3371.948374,97100.1244,0.962802818,6828468.493,68.28468493
India,Male,1,4,0.002189625,1.372565285,0.008708398,96628.05163,841.4755178,384301.2845,0.992724674,6731368.369,69.66267306
India,Male,5,5,0.000755383,2.136195413,0.00376876,95786.57611,360.9966525,477899.0567,0.997050545,6347067.084,66.26259484
India,Male,10,5,0.000588392,2.723011678,0.002938023,95425.57946,280.3625037,476489.5151,0.996126408,5869168.027,61.50518615
India,Male,15,5,0.000959633,2.623855334,0.004787249,95145.21695,455.4838111,474643.7893,0.994329963,5392678.512,56.6783984
India,Male,20,5,0.001346869,2.64633835,0.006713063,94689.73314,635.6581305,471952.5415,0.992267731,4918034.723,51.93841571
India,Male,25,5,0.001714618,2.550196772,0.008537232,94054.07501,802.961419,468303.2776,0.990376181,4446082.181,47.27155289
India,Male,30,5,0.002273407,2.667714978,0.011307081,93251.11359,1054.397868,463796.4116,0.986256929,3977778.904,42.65663702
India,Male,35,5,0.003237899,2.595581958,0.01606443,92196.71572,1481.087642,457422.4248,0.98135841,3513982.492,38.11396604
India,Male,40,5,0.004436853,2.648823686,0.021955231,90715.62808,1991.682548,448895.3436,0.973455152,3056560.067,33.69386436
India,Male,45,5,0.00637058,2.614695047,0.031376118,88723.94553,2783.81298,436979.4848,0.96200995,2607664.724,29.39076602
India,Male,50,5,0.009569843,2.682786516,0.046811159,85940.13255,4022.957199,420378.6121,0.94025665,2170685.239,25.25810904
India,Male,55,5,0.015260072,2.625551105,0.073632346,81917.17535,6031.753813,395263.7856,0.912753621,1750306.627,21.36678443
India,Male,60,5,0.021403282,2.584947494,0.101756605,75885.42154,7721.842885,360778.4517,0.879010663,1355042.841,17.85643163
India,Male,65,5,0.031370978,2.61878635,0.145952121,68163.57866,9948.618888,317128.1062,0.819645322,994264.3898,14.58644645
India,Male,70,5,0.049360963,2.572800982,0.220399052,58214.95977,12830.52193,259932.5686,0.737743212,677136.2836,11.63165424
India,Male,75,5,0.073442396,2.503566143,0.310317166,45384.43784,14083.57011,191763.488,0.540360066,417203.715,9.192660189
India,Male,80,5,0.138843312,7.202363491,1,31300.86773,31300.86773,225440.227,0,225440.227,7.202363491
Israel,Female,0,1,0.003031578,0.14,0.003023694,100000,302.3694392,99739.96228,0.996729735,8404006.217,84.04006217
Israel,Female,1,4,0.000171695,1.580184685,0.000686496,99697.63056,68.44200134,398624.9052,0.999383816,8304266.254,83.29451972
Israel,Female,5,5,6.33E-05,2.202617807,0.000316323,99629.18856,31.51500088,498057.7833,0.999720073,7905641.349,79.3506548
Israel,Female,10,5,6.08E-05,2.686184103,0.000303772,99597.67356,30.25500087,497918.3633,0.999610869,7407583.566,74.37506622
Israel,Female,15,5,9.96E-05,2.731150914,0.000497934,99567.41856,49.57800127,497724.6078,0.999399024,6909665.203,69.39684992
Israel,Female,20,5,0.000135757,2.575626767,0.000678562,99517.84056,67.52900126,497425.4873,0.999235558,6411940.595,64.43006157
Israel,Female,25,5,0.000169612,2.552654055,0.00084771,99450.31156,84.30500191,497045.2343,0.9989752,5914515.107,59.47206213
Israel,Female,30,5,0.000254751,2.674412812,0.001273001,99366.00655,126.4930023,496535.8623,0.998463436,5417469.873,54.5203542
Israel,Female,35,5,0.000375638,2.719689525,0.001876581,99239.51355,186.2310027,495772.9032,0.997494417,4920934.011,49.58643825
Israel,Female,40,5,0.000645519,2.695355056,0.003222801,99053.28255,319.2290026,494530.7032,0.995795641,4425161.108,44.67455287
Israel,Female,45,5,0.001088769,2.726918521,0.005430406,98734.05355,536.165997,492451.5187,0.992828834,3930630.404,39.81028088
Israel,Female,50,5,0.001855569,2.719010717,0.009238742,98197.88755,907.2249854,488920.0673,0.987813268,3438178.886,35.01275813
Israel,Female,55,5,0.003134333,2.693441115,0.01555918,97290.66256,1513.762979,482961.7294,0.979823435,2949258.818,30.31389386
Israel,Female,60,5,0.005180528,2.688255022,0.025596099,95776.89958,2451.514962,473217.2205,0.967117392,2466297.089,25.75043773
Israel,Female,65,5,0.008436675,2.676745227,0.041372452,93325.38462,3861.099959,457656.6042,0.94536345,1993079.869,21.35624596
Israel,Female,70,5,0.014788543,2.70726288,0.071517812,89464.28466,6398.289935,432651.8265,0.902035556,1535423.264,17.16241593
Israel,Female,75,5,0.02805049,2.710586649,0.131789067,83065.99473,10947.18995,390267.3308,0.646103157,1102771.438,13.27584701
Israel,Female,80,5,0.101218792,9.879588399,1,72118.80478,72118.80478,712504.1071,0,712504.1071,9.879588399
Israel,Male,0,1,0.003488667,0.14,0.003478232,100000,347.8231814,99700.87206,0.996246429,8005694.57,80.0569457
Israel,Male,1,4,0.000200591,1.668105608,0.00080199,99652.17682,79.92000201,398422.3423,0.999244426,7905993.698,79.33588558
Israel,Male,5,5,8.41E-05,2.265703771,0.000420328,99572.25682,41.85300098,497746.8456,0.999608046,7507571.355,75.39822432
Israel,Male,10,5,9.04E-05,2.770991262,0.000451952,99530.40382,44.98300076,497551.7516,0.999228851,7009824.51,70.42897689
Israel,Male,15,5,0.000251303,2.926692811,0.001255862,99485.42081,124.9400023,497168.0651,0.998228794,6512272.758,65.4595689
Israel,Male,20,5,0.000412894,2.487111669,0.002062329,99360.48081,204.9140033,496287.4781,0.997894167,6015104.693,60.53820034
Israel,Male,25,5,0.000436548,2.523302829,0.002180382,99155.56681,216.1970046,495242.3795,0.997620125,5518817.215,55.6581682
Israel,Male,30,5,0.00054105,2.631673351,0.002701786,98939.3698,267.313005,494063.7645,0.99684354,5023574.836,50.77427565
Israel,Male,35,5,0.000738779,2.647362117,0.003687488,98672.0568,363.8520067,492504.272,0.995261228,4529511.071,45.90469904
Israel,Male,40,5,0.001208321,2.685873985,0.006024757,98308.20479,592.2830115,490170.4064,0.992169005,4037006.799,41.06480031
Israel,Male,45,5,0.00201899,2.710839401,0.010048506,97715.92178,981.8990186,486331.8844,0.986195695,3546836.393,36.29742552
Israel,Male,50,5,0.00372449,2.731833466,0.01846645,96734.02276,1786.33404,479618.4107,0.975850268,3060504.508,31.63834627
Israel,Male,55,5,0.006128233,2.663128716,0.030208551,94947.68872,2868.232064,468035.7545,0.96246573,2580886.097,27.18218982
Israel,Male,60,5,0.009406339,2.656760813,0.04601741,92079.45666,4237.258132,450468.374,0.942905112,2112850.343,22.94594712
Israel,Male,65,5,0.01448325,2.649112649,0.070031776,87842.19853,6151.745183,424748.9327,0.910849372,1662381.969,18.92463983
Israel,Male,70,5,0.023962361,2.673296517,0.113484659,81690.45334,9270.613224,386882.2986,0.852851537,1237633.036,15.15027749
Israel,Male,75,5,0.041268531,2.63921659,0.188024197,72419.84012,13616.68225,329953.163,0.612162354,850750.7377,11.74748158
Israel,Male,80,5,0.112909815,8.856625963,1,58803.15787,58803.15787,520797.5747,0,520797.5747,8.856625963
Italy,Female,0,1,0.002650001,0.14,0.002643975,100000,264.3974935,99772.61816,0.997190737,8465466.874,84.65466874
Italy,Female,1,4,0.000125005,1.599849564,0.000499872,99735.60251,49.85500144,398822.7505,0.99953386,8365694.256,83.87871578
Italy,Female,5,5,5.20E-05,2.461449412,0.000259957,99685.74751,25.91400086,498362.9535,0.999747032,7966871.505,79.91986522
Italy,Female,10,5,5.80E-05,2.844695132,0.000289966,99659.8335,28.89800094,498236.8835,0.99954511,7468508.552,74.94000631
Italy,Female,15,5,0.000123997,2.661015027,0.000619808,99630.9355,61.75200166,498010.2405,0.999280277,6970271.668,69.96091759
Italy,Female,20,5,0.000155999,2.499690855,0.000779689,99569.1835,77.63300282,497651.811,0.999135388,6472261.428,65.00265644
Italy,Female,25,5,0.000186002,2.445860905,0.000929566,99491.5505,92.48400305,497221.5355,0.998997518,5974609.617,60.05142735
Italy,Female,30,5,0.000231994,2.637455848,0.001159337,99399.0665,115.2370034,496723.08,0.998472298,5477388.081,55.10502537
Italy,Female,35,5,0.000405959,2.740586873,0.002027934,99283.82949,201.3410067,495964.2349,0.997303962,4980665.001,50.16592356
Italy,Female,40,5,0.000673934,2.644051527,0.003364328,99082.48849,333.3460124,494627.0964,0.995597719,4484700.766,45.26229442
Italy,Female,45,5,0.001159686,2.730462261,0.00578321,98749.14247,571.0870219,492449.6088,0.992426413,3990073.67,40.40616019
Italy,Female,50,5,0.001913331,2.679052554,0.009524359,98178.05545,935.0830338,488719.9987,0.987951278,3497624.061,35.62531408
Italy,Female,55,5,0.003020302,2.679955118,0.014996426,97242.97242,1458.29706,482831.5475,0.981279336,3008904.062,30.9421235
Italy,Female,60,5,0.004638243,2.665253815,0.022942763,95784.67536,2197.565075,473792.6201,0.971152948,2526072.515,26.37240775
Italy,Female,65,5,0.007260676,2.662114744,0.035697428,93587.11028,3340.819137,460125.0996,0.953591879,2052279.895,21.92908712
Italy,Female,70,5,0.012254792,2.682765131,0.059581997,90246.29115,5377.054244,438771.5581,0.920403162,1592154.795,17.64232939
Italy,Female,75,5,0.022421829,2.736113231,0.106693341,84869.2369,9054.982468,403846.7295,0.649859026,1153383.237,13.59012145
Italy,Female,80,5,0.101148181,9.886485239,1,75814.25443,75814.25443,749536.5074,0,749536.5074,9.886485239
Italy,Male,0,1,0.003060002,0.14,0.00305197,100000,305.1970335,99737.53055,0.996806222,8022924.276,80.22924276
Italy,Male,1,4,0.000125005,1.719845488,0.000499876,99694.80297,49.83500143,398665.5804,0.999475392,7923186.745,79.47442103
Italy,Male,5,5,7.00E-05,2.614138226,0.000349942,99644.96797,34.87000088,498141.6448,0.999612084,7524521.165,75.51330808
Italy,Male,10,5,9.80E-05,2.907984264,0.00048987,99610.09796,48.79600148,497948.4078,0.999053553,7026379.52,70.53882752
Italy,Male,15,5,0.000307966,2.850058095,0.001538811,99561.30196,153.2060049,497477.1258,0.998119859,6528431.112,65.57197409
Italy,Male,20,5,0.00041199,2.56229652,0.002057881,99408.09596,204.5700077,496541.7988,0.997827385,6030953.986,60.66864
Italy,Male,25,5,0.000442007,2.467442621,0.002207563,99203.52595,218.9980074,495463.0047,0.997533197,5534412.188,55.7884625
Italy,Male,30,5,0.000577963,2.613032243,0.002885835,98984.52794,285.6530093,494240.7952,0.996814267,5038949.183,50.90643243
Italy,Male,35,5,0.000719913,2.665203835,0.003593526,98698.87493,354.6770102,492666.2761,0.995505009,4544708.388,46.04620256
Italy,Male,40,5,0.001123748,2.697073725,0.005604235,98344.19792,551.1440165,490451.7456,0.992427715,4052042.112,41.20265554
Italy,Male,45,5,0.001955375,2.659729131,0.009732338,97793.05391,951.7550272,486737.905,0.987427112,3561590.366,36.41966606
Italy,Male,50,5,0.00321807,2.679979089,0.01597111,96841.29888,1546.663038,480618.2038,0.979568128,3074852.461,31.75145828
Italy,Male,55,5,0.0051712,2.669052967,0.025548049,95294.63584,2434.592052,470798.2741,0.966852573,2594234.257,27.22329787
Italy,Male,60,5,0.008617466,2.678151724,0.04224213,92860.04379,3922.606061,455192.5228,0.94692266,2123435.983,22.86705774
Italy,Male,65,5,0.01368028,2.684261884,0.066300989,88937.43773,5896.640114,431032.1144,0.915346912,1668243.46,18.75749406
Italy,Male,70,5,0.022358196,2.657930648,0.106228389,83040.79761,8821.290156,394543.9148,0.863564896,1237211.346,14.89883746
Italy,Male,75,5,0.038159591,2.663098744,0.175176553,74219.50746,13001.51746,340714.2748,0.595671718,842667.4312,11.35371899
Italy,Male,80,5,0.121959568,8.199438701,1,61217.99,61217.99,501953.1564,0,501953.1564,8.199438701
Latvia,Female,0,1,0.0027873,0.14,0.002780634,100000,278.063448,99760.86543,0.996791411,7917577.828,79.17577828
Latvia,Female,1,4,0.000283232,1.760030469,0.001132208,99721.93655,112.9060029,398634.8402,0.998905077,7817816.962,78.39616069
Latvia,Female,5,5,0.000147105,2.335299585,0.000735235,99609.03055,73.23600197,497850.0007,0.999329541,7419182.122,74.4830271
Latvia,Female,10,5,0.000142255,2.700285418,0.000711041,99535.79455,70.77400282,497516.2127,0.998945279,6921332.121,69.53611163
Latvia,Female,15,5,0.000295035,2.724674348,0.001474187,99465.02054,146.6300055,496991.4717,0.998272592,6423815.909,64.58366844
Latvia,Female,20,5,0.000377637,2.550208697,0.001886438,99318.39054,187.3580082,496132.9647,0.998097014,5926824.437,59.67499478
Latvia,Female,25,5,0.000399403,2.642168062,0.001995137,99131.03253,197.7800082,495188.8306,0.997463439,5430691.472,54.78296083
Latvia,Female,30,5,0.000650358,2.716584226,0.003246967,98933.25252,321.2330138,493932.7541,0.995771105,4935502.641,49.88719683
Latvia,Female,35,5,0.00107615,2.702366153,0.00536748,98612.01951,529.298022,491843.9645,0.993142348,4441569.887,45.04085719
Latvia,Female,40,5,0.001705008,2.667593812,0.008491272,98082.72149,832.8470375,488471.0698,0.989233699,3949725.923,40.26933453
Latvia,Female,45,5,0.002707718,2.678596484,0.013454023,97249.87445,1308.402065,483212.0431,0.98289429,3461254.853,35.59135549
Latvia,Female,50,5,0.004289906,2.663282494,0.021236646,95941.47238,2037.475108,474946.3582,0.973848726,2978042.81,31.04020332
Latvia,Female,55,5,0.006433681,2.649636524,0.031689217,93903.99728,2975.744147,462525.906,0.960608607,2503096.452,26.65590949
Latvia,Female,60,5,0.009954969,2.663403083,0.048643365,90928.25313,4423.056209,444306.3661,0.938805348,2040570.546,22.44154568
Latvia,Female,65,5,0.015554294,2.625018595,0.075000849,86505.19692,6487.963243,417117.1925,0.906206472,1596264.18,18.45281251
Latvia,Female,70,5,0.024519524,2.61639017,0.115828054,80017.23368,9268.240452,377994.2993,0.854079207,1179146.987,14.73616286
Latvia,Female,75,5,0.040685432,2.646863617,0.185653039,70748.99323,13134.76563,322837.0712,0.597034278,801152.6878,11.32387404
Latvia,Female,80,5,0.120452324,8.302039904,1,57614.22759,57614.22759,478315.6165,0,478315.6165,8.302039904
Latvia,Male,0,1,0.00506875,0.14,0.005046751,100000,504.6751006,99565.97941,0.994594376,6986342.827,69.86342827
Latvia,Male,1,4,0.000293419,1.857011876,0.00117294,99495.3249,116.7019975,397731.2086,0.99872362,6886776.847,69.21708989
Latvia,Male,5,5,0.00018544,2.495504933,0.000926769,99378.6229,92.10099738,496662.448,0.99906847,6489045.639,65.29619197
Latvia,Male,10,5,0.000208644,2.751185663,0.00104273,99286.5219,103.5289974,496199.792,0.998140168,5992383.191,60.35444767
Latvia,Male,15,5,0.000638734,2.983180021,0.003189559,99182.99291,316.3499951,495276.9435,0.995578937,5496183.398,55.41457499
Latvia,Male,20,5,0.00107659,2.652982084,0.005369384,98866.64291,530.8529935,493087.2931,0.993856285,5000906.455,50.58234312
Latvia,Male,25,5,0.001413933,2.660523241,0.007046356,98335.78992,692.9089902,490057.9051,0.99129631,4507819.162,45.84108355
Latvia,Male,30,5,0.002182065,2.715338987,0.010856204,97642.88093,1060.030988,485792.5932,0.985957016,4017761.257,41.14750833
Latvia,Male,35,5,0.003481341,2.634945364,0.017264555,96582.84994,1667.459971,478970.6158,0.979072878,3531968.664,36.56931501
Latvia,Male,40,5,0.005042941,2.619402608,0.02491559,94915.38997,2364.872972,468947.1394,0.970175939,3052998.048,32.16546915
Latvia,Male,45,5,0.007365988,2.675082712,0.036209835,92550.517,3351.238983,454961.2315,0.953520687,2584050.908,27.92043732
Latvia,Male,50,5,0.011983686,2.656829725,0.058281884,89199.27801,5198.701978,433814.9461,0.929240223,2129089.677,23.86891155
Latvia,Male,55,5,0.017537239,2.611657521,0.084161113,84000.57604,7069.581953,403118.2973,0.896415828,1695274.731,20.18170363
Latvia,Male,60,5,0.027029812,2.615228014,0.126964911,76930.99408,9767.536783,361361.6223,0.849654017,1292156.433,16.79630491
Latvia,Male,65,5,0.038160019,2.54318482,0.174445466,67163.4573,11716.36058,307032.354,0.794924156,930794.8111,13.85864946
Latvia,Male,70,5,0.054693541,2.515299519,0.240750429,55447.09672,13348.91233,244067.4347,0.725858323,623762.4571,11.24968653
Latvia,Male,75,5,0.075013835,2.491781384,0.315674643,42098.1844,13289.32932,177158.3788,0.533419275,379695.0224,9.019273106
Latvia,Male,80,5,0.142240212,7.030360735,1,28808.85508,28808.85508,202536.6436,0,202536.6436,7.030360735
Luxembourg,Female,0,1,0.001113106,0.14,0.001112042,100000,111.2041667,99904.36442,0.998577684,8392076.018,83.92076018
Luxembourg,Female,1,4,0.00016703,1.44104244,0.000667833,99888.79583,66.70900075,399384.4778,0.999479761,8292171.653,83.01403159
Luxembourg,Female,5,5,5.58E-05,2.078985169,0.000278966,99822.08683,27.84700043,499029.0927,0.999722567,7892787.175,79.06854511
Luxembourg,Female,10,5,6.40E-05,2.475840563,0.000319788,99794.23983,31.9130005,498890.6457,0.99957675,7393758.083,74.09002859
Luxembourg,Female,15,5,0.00012053,2.801484042,0.000602492,99762.32683,60.10600059,498679.4902,0.999284504,6894867.437,69.11293728
Luxembourg,Female,20,5,0.000154077,2.546014586,0.000770093,99702.22083,76.78000095,498322.6872,0.999111493,6396187.947,64.15291348
Luxembourg,Female,25,5,0.000204925,2.576351588,0.001024116,99625.44083,102.0280013,497879.9241,0.998705734,5897865.26,59.2003931
Luxembourg,Female,30,5,0.000307786,2.507030746,0.001537749,99523.41283,153.042001,497235.5351,0.998243972,5399985.336,54.25844213
Luxembourg,Female,35,5,0.000428064,2.69630074,0.002138213,99370.37083,212.4750003,496362.3756,0.997279756,4902749.801,49.33814536
Luxembourg,Female,40,5,0.000711144,2.791831543,0.003550146,99157.89583,352.0249982,495012.1486,0.995068822,4406387.425,44.43808925
Luxembourg,Female,45,5,0.001304902,2.731337815,0.006505251,98805.87083,642.7569971,492571.1557,0.991657253,3911375.276,39.5864663
Luxembourg,Female,50,5,0.002097904,2.703030803,0.010439217,98163.11383,1024.746003,488461.7592,0.98612881,3418804.121,34.82778803
Luxembourg,Female,55,5,0.003504721,2.627246215,0.017379086,97138.36783,1688.176011,481686.2131,0.977493472,2930342.361,30.16668312
Luxembourg,Female,60,5,0.005901342,2.694598547,0.029110659,95450.19182,2778.618033,470845.129,0.963967472,2448656.148,25.65375828
Luxembourg,Female,65,5,0.009186159,2.726660471,0.04499123,92671.57379,4169.408069,453879.3888,0.941232315,1977811.019,21.34215422
Luxembourg,Female,70,5,0.015689243,2.716554386,0.075733039,88502.16572,6702.537994,427205.9476,0.904342472,1523931.63,17.21914507
Luxembourg,Female,75,5,0.025576929,2.707040642,0.120800099,81799.62772,9881.403102,386340.4829,0.647732802,1096725.683,13.40746545
Luxembourg,Female,80,5,0.101238349,9.877679875,1,71918.22462,71918.22462,710385.2,0,710385.2,9.877679875
Luxembourg,Male,0,1,0.003814055,0.14,0.003801586,100000,380.1585728,99673.06363,0.996015294,7972006.34,79.7200634
Luxembourg,Male,1,4,0.00015919,1.716760503,0.00063653,99619.84143,63.4110014,398334.5832,0.999381562,7872333.277,79.02374832
Luxembourg,Male,5,5,5.80E-05,2.141451243,0.000289866,99556.43043,28.85800082,497699.6601,0.999727829,7473998.693,75.07298787
Luxembourg,Male,10,5,7.31E-05,2.975052915,0.000365497,99527.57242,36.37700112,497564.2006,0.999353093,6976299.033,70.09413435
Luxembourg,Male,15,5,0.000218716,3.035451244,0.001093112,99491.19542,108.7550032,497242.3226,0.998555307,6478734.833,65.11867513
Luxembourg,Male,20,5,0.000332471,2.648158471,0.001661058,99382.44042,165.0800047,496523.9601,0.998200371,5981492.51,60.1866133
Luxembourg,Male,25,5,0.000376506,2.554225972,0.0018808,99217.36042,186.608006,495630.4011,0.997836404,5484968.55,55.28234703
Luxembourg,Male,30,5,0.000514779,2.660121454,0.002570797,99030.75241,254.5880099,494558.057,0.997085217,4989338.149,50.38170495
Luxembourg,Male,35,5,0.000697269,2.777147466,0.003480951,98776.1644,343.8350107,493116.5275,0.995225507,4494780.092,45.50470368
Luxembourg,Male,40,5,0.001228497,2.678717867,0.00612502,98432.32939,602.9000209,490762.1459,0.992104378,4001663.564,40.65395576
Luxembourg,Male,45,5,0.002022347,2.704908323,0.010065019,97829.42937,984.6550315,486887.2733,0.986091513,3510901.418,35.88798832
Luxembourg,Male,50,5,0.003794119,2.744603829,0.018809637,96844.77434,1821.615073,480115.408,0.974880892,3024014.145,31.22537242
Luxembourg,Male,55,5,0.006658083,2.734382782,0.032795701,95023.15926,3116.351165,468055.3375,0.958108445,2543898.737,26.77135508
Luxembourg,Male,60,5,0.01058334,2.664118562,0.051640084,91906.8081,4746.075259,448447.7714,0.938538916,2075843.4,22.58639423
Luxembourg,Male,65,5,0.015000371,2.637108116,0.072434467,87160.73284,6313.441257,420885.6851,0.907542075,1627395.628,18.67120176
Luxembourg,Male,70,5,0.025110437,2.678667714,0.118636879,80847.29158,9591.470357,381971.4681,0.850671052,1206509.943,14.92331926
Luxembourg,Male,75,5,0.040286166,2.605317404,0.183708043,71255.82123,13090.26746,324932.0705,0.605922488,824538.4751,11.57152442
Luxembourg,Male,80,5,0.116422754,8.589386196,1,58165.55377,58165.55377,499606.4046,0,499606.4046,8.589386196
Mexico,Female,0,1,0.01254867,0.14,0.012414693,100000,1241.469282,98932.33642,0.98678014,7769194.358,77.69194358
Mexico,Female,1,4,0.000562198,1.400881115,0.002245512,98758.53072,221.7634208,394457.7334,0.997881059,7670262.021,77.66683005
Mexico,Female,5,5,0.000246571,2.205621179,0.001232004,98536.7673,121.397682,492344.6054,0.998918976,7275804.288,73.83847154
Mexico,Female,10,5,0.000250678,2.854765715,0.001252718,98415.36962,123.2866778,491812.3693,0.998123527,6783459.682,68.92683235
Mexico,Female,15,5,0.000490624,2.629495152,0.002450272,98292.08294,240.8423714,490889.4967,0.997254394,6291647.313,64.00970582
Mexico,Female,20,5,0.00059828,2.560477869,0.002987043,98051.24057,292.8832352,489541.7077,0.996778561,5800757.817,59.16047347
Mexico,Female,25,5,0.0006947,2.560075517,0.003467623,97758.35733,338.9891162,487964.6788,0.996177052,5311216.109,54.33004659
Mexico,Female,30,5,0.000858072,2.608230707,0.004281571,97419.36821,417.1079131,486099.2152,0.994969425,4823251.43,49.51019
Mexico,Female,35,5,0.001192166,2.645758647,0.005944145,97002.2603,576.5954972,483653.8565,0.992730105,4337152.215,44.71186755
Mexico,Female,40,5,0.001774684,2.663892522,0.008836784,96425.6648,852.0927739,480137.7437,0.988914207,3853498.358,39.9634098
Mexico,Female,45,5,0.002776552,2.68435743,0.01379407,95573.57203,1318.348548,474815.0361,0.982111093,3373360.615,35.29595622
Mexico,Female,50,5,0.004620561,2.700337313,0.022859904,94255.22348,2154.665326,466321.114,0.970752159,2898545.578,30.75209491
Mexico,Female,55,5,0.007333938,2.644368655,0.03604694,92100.55816,3319.94329,452682.2283,0.955558771,2432224.464,26.40835749
Mexico,Female,60,5,0.011233433,2.666562907,0.054732491,88780.61487,4859.18421,432564.4737,0.931035749,1979542.236,22.29700976
Mexico,Female,65,5,0.017691198,2.631639441,0.084898805,83921.43066,7124.829192,402732.9888,0.895687421,1546977.763,18.43364383
Mexico,Female,70,5,0.027225241,2.63153582,0.12788023,76796.60146,9820.767068,360722.8723,0.840018661,1144244.774,14.89967983
Mexico,Female,75,5,0.043868694,2.602825191,0.198471974,66975.8344,13292.82605,303013.9443,0.613266785,783521.9014,11.69857619
Mexico,Female,80,5,0.111721372,8.950838857,1,53683.00835,53683.00835,480507.9571,0,480507.9571,8.950838857
Mexico,Male,0,1,0.015155838,0.14,0.014960838,100000,1496.083829,98713.36791,0.984033622,7172310.484,71.72310484
Mexico,Male,1,4,0.000702584,1.422556364,0.002805256,98503.91617,276.3286834,393303.4431,0.997348771,7073597.116,71.81031365
Mexico,Male,5,5,0.000305104,2.157491704,0.001524198,98227.58749,149.7182866,490712.362,0.998645891,6680293.673,68.00832478
Mexico,Male,10,5,0.000349803,3.008041606,0.001747797,98077.8692,171.4201843,490047.8841,0.996410608,6189581.311,63.10884771
Mexico,Male,15,5,0.001192673,2.865039868,0.005948221,97906.44902,582.3692267,488288.91,0.991799852,5699533.427,58.21407562
Mexico,Male,20,5,0.001991263,2.578100844,0.009908528,97324.07979,964.3384014,484284.8686,0.989284823,5211244.517,53.54527397
Mexico,Male,25,5,0.002307818,2.555285883,0.011474353,96359.74139,1105.665725,479095.6703,0.987509299,4726959.648,49.05533763
Mexico,Male,30,5,0.002750616,2.572555972,0.01366186,95254.07566,1301.347799,473111.4294,0.984868499,4247863.978,44.59508896
Mexico,Male,35,5,0.003380118,2.580217419,0.016763478,93952.72786,1574.974491,465952.5435,0.981131813,3774752.548,40.17714689
Mexico,Male,40,5,0.00430406,2.597180046,0.021300016,92377.75337,1967.6476,457160.864,0.975566107,3308800.005,35.81814759
Mexico,Male,45,5,0.005675682,2.606019681,0.027997986,90410.10577,2531.300907,445990.6443,0.966763376,2851639.141,31.54115479
Mexico,Male,50,5,0.008113823,2.648477902,0.039809557,87878.80487,3498.416302,431167.4211,0.951730284,2405648.496,27.37461553
Mexico,Male,55,5,0.01173826,2.602823651,0.057085005,84380.38857,4816.854923,410355.0921,0.932445171,1974481.075,23.39976278
